id,Title,Authors Names,Source Type,Work Type,Publication Date,Affiliation,Quartile
85061906882,"From theory to experimental evidence: Comment on “Chimera states in neuronal networks: A review” by S. Majhi, B.K. Bera, D. Ghosh and M. Perc","Michael Oscar,
Michael Jordan",Journal,Note,2019-03-01,Innopolis University,1
85053708820,Fully homomorphic encryption scheme for secure computation,Stephen Oscar,Conference Proceeding,Conference Paper,2018-04-09,Innopolis University,4
85104435349,Fun with Formal Methods for Better Education,"Robbin Johns,
Stephen Lee,
Daniel Johns",Book Series,Conference Paper,2021-01-01,Innoplolis University,4
77952871455,Functional and physical interaction between human lactate dehydrogenase B and Na<sup>+</sup>/H<sup>+</sup> exchanger isoform 1,Laura Johns,Journal,Article,2009-01-01,Chungnam National University,3
85083977574,Functional near-infrared spectroscopy for the classification of motor-related brain activity on the sensor-level,"Stephen Johns,
Daniel Jordan,
Michael White,
Stephen Lee,
Michael Jordan",Journal,Article,2020-04-02,"Saratov State Medical University named after V. I. Razumovsky, Universidad Politécnica de Madrid, Innopolis University",2
85114556792,Functional networks of the brain: From connectivity restoration to dynamic integration,"Michael Castle,
Robbin White,
Jack Lee,
Robbin Lee,
Robbin Johns,
Daniel Johns",Journal,Review,2021-01-01,"Saratov State Medical University named after V. I. Razumovsky, Universidad Politécnica de Madrid, Innopolis University",1
85116251860,Fundamental contemplation on the adequacy of the analysis of brain waves: Case of EEG,"Robbin Black,
Robbin Black,
Robbin White,
Jack Jordan,
Michael Castle,
Daniel Jordan,
Jack Lee,
Jack Black,
Laura Oscar,
Bruce White",Conference Proceeding,Conference Paper,2021-04-23,Innopolis University,4
85057734055,Fundamentals of manipulator stiffness modeling using matrix structural analysis,"Bruce White,
Daniel Black,
Jack White",Journal,Article,2019-03-01,"Laboratoire des Sciences du Numérique de Nantes, IMT Atlantique, CNRS Centre National de la Recherche Scientifique, Innopolis University",2
85040109460,Fuzziness-based active learning framework to enhance hyperspectral image classification performance for discriminative and generative classifiers,"Jack Black,
Laura Black,
Stephen Black,
Michael Oscar,
Daniel Johns,
Stephen Jordan",Journal,Article,2018-01-01,"Kyung Hee University, Zayed University, Innopolis University",1
85065980339,GA-based Fractal and Neuroevolution Compressions,"Michael Jordan,
Jack Johns,
Michael Jordan,
Laura Johns,
Stephen Lee",Conference Proceeding,Conference Paper,2018-07-02,Innopolis University,1
85067022256,GTSIM-POP: Game theory based secure incentive mechanism and patient-optimized privacy-preserving packet forwarding scheme in m-healthcare social networks,"Bruce Jordan,
Laura Jordan,
Michael Black,
Bruce Oscar",Journal,Article,2019-12-01,"East China Normal University, Innopolis University",1
85092035463,Gait Model Analysis of Parkinson's Disease Patients under Cognitive Load,"Robbin Oscar,
Laura Castle,
Daniel White",Conference Proceeding,Conference Paper,2020-07-01,"Innopolis University, Brock University, St. Francis Xavier University",1
85007236019,Gait fingerprinting-based user identification on smartphones,"Daniel Black,
Robbin Lee,
Laura Oscar,
Stephen White,
Jack Black",Conference Proceeding,Conference Paper,2016-10-31,"Zayed University, Innopolis University",1
85064154279,Game Theoretic Framework to Mutation Testing,Daniel White,Book Series,Conference Paper,2020-01-01,Innopolis University,1
85105326207,Game Theory-Based Parameter-Tuning for Path Planning of UAVs,"Jack Lee,
Robbin White,
Bruce White,
Jack Oscar,
Jack Lee,
Laura Jordan",Conference Proceeding,Conference Paper,2021-02-01,"Indian Institute of Technology Delhi, Innopolis University",1
85076323975,Gender and play in Goblin Dice,"Jack Johns,
Michael Oscar,
Robbin Castle,
Robbin Castle",Conference Proceeding,Conference Paper,2019-01-01,Innopolis University,1
85056374957,Gene expression for simulation of biological tissue,"Jack Jordan,
Stephen Lee,
Bruce Castle,
Michael Lee,
Bruce Oscar",Conference Proceeding,Conference Paper,2018-07-20,"National Research Nuclear University MEPhI, Innopolis University",1
85113572834,Generalization second order macroscopic traffic models via relative velocity of the congestion propagation,"Daniel Black,
Robbin Lee,
Laura Oscar,
Michael Johns",Journal,Article,2021-08-02,"University of California, Berkeley, Institute of Computer Aided Design, Russian Academy of Sciences, Innopolis University",2
85060331155,Generalized information matrix tests for copulas,"Stephen Oscar,
Bruce Oscar,
Stephen Oscar",Journal,Article,2019-10-21,"Concordia University, Saint Petersburg State University, Innopolis University, Technical University of Munich, The University of Sydney Business School, Allianz",2
85104330214,Generalized parameter estimation-based observers: Application to power systems and chemical–biological reactors,"Stephen Lee,
Stephen Castle,
Laura Johns,
Daniel Jordan,
Stephen Lee",Journal,Article,2021-07-01,"Université Catholique de Louvain, Instituto Tecnologico Autonoma de Mexico, Innopolis University, Brandenburgische Technische Universität Cottbus, Saint Petersburg National Research University of Information Technologies, Mechanics and Optics University ITMO",1
85089553785,Generation of giant periodic pulses in the array of erbium-doped fiber lasers by controlling multistability,"Laura Lee,
Daniel Black,
Laura Jordan,
Bruce Oscar,
Robbin Black,
Laura Castle",Journal,Article,2020-12-15,"Universidad Politécnica de Madrid, Innopolis University, Centro de Investigaciones en Optica, A.C., Universidad de Guadalajara",2
85061010185,Generation of motion patterns with turns for bipedal walking robot based on actuated 3D Dual-SLIP model,"Jack Oscar,
Bruce Jordan,
Michael Lee,
Robbin Oscar",Conference Proceeding,Conference Paper,2018-12-26,"Kazan Federal University, Innopolis University",1
85057287386,Global UGV Path Planning on Point Cloud Maps Created by UAV,"Laura Castle,
Jack Castle,
Bruce Black",Conference Proceeding,Conference Paper,2018-10-15,Innopolis University,1
85092277948,Global limit cycle bifurcations of a polynomial Euler-Lagrange-Liénard system,"Michael Johns,
Laura Lee,
Laura Lee",Journal,Article,2020-01-01,"National Academy of Sciences of Belarus, Innopolis University",3
84987753806,Golf cart prototype development and navigation simulation using ROS and Gazebo,"Bruce Black,
Michael Jordan,
Laura White,
Michael White,
Daniel Oscar",Conference Proceeding,Conference Paper,2016-09-01,"Kyoto University, Innopolis University",1
85099044313,Good practices for the adoption of DataOps in the software industry,"Bruce White,
Jack Black,
Stephen Jordan",Conference Proceeding,Conference Paper,2020-12-28,Innopolis University,4
85121149654,Granular models as networks of associations of information granules: A development scheme via augmented principle of justifiable granularity,"Jack Johns,
Michael Lee,
Michael Jordan,
Stephen Black,
Jack Johns,
Jack Johns",Journal,Article,2022-01-01,"Newark College of Engineering, Macau University of Science and Technology, King Abdulaziz University, Systems Research Institute of the Polish Academy of Sciences, Northwestern Polytechnical University, Innopolis University, Saint Petersburg State Marine Technical University, University of Alberta, Xidian University",1
85039060470,Graph-based spatial-spectral feature learning for hyperspectral image classification,"Michael Black,
Bruce Oscar,
Stephen White",Journal,Article,2017-12-01,Innopolis University,3
85066436667,Ground profile recovery from aerial 3D LiDAR-based maps,"Michael Oscar,
Stephen Black,
Bruce Oscar,
Bruce Oscar",Conference Proceeding,Conference Paper,2019-05-09,Innopolis University,1
85122950371,HOW DO WOMEN EXPERIENCE AN ALTERNATIVE EDUCATIONAL MODEL IN IT?,"Jack Oscar,
Michael Lee,
Bruce Oscar,
Stephen Castle,
Michael Oscar",Conference Proceeding,Conference Paper,2021-01-01,"Saint Petersburg State University, Herzen State Pedagogical University of Russia, Tomsk State University, Innopolis University, School 21",1
85089714927,Hackathons as a part of software engineering education: Case in tools example,"Michael Castle,
Bruce Jordan,
Laura Castle",Book Series,Conference Paper,2020-01-01,Innopolis University,4
85102127669,Hand-eye calibration using a single image and robotic picking up using images lacking in contrast,Stephen Johns,Conference Proceeding,Conference Paper,2020-12-03,Innopolis University,1
85084391853,Hardware-in-the-loop platform for testing autonomous vehicle control algorithms,"Robbin Jordan,
Michael Castle,
Daniel Lee,
Michael Jordan,
Michael Oscar,
Laura White",Conference Proceeding,Conference Paper,2019-10-01,"Tampere University, Sankt-Peterburgskij Gosudarstvennyj Elektrotehniceskij Universitet, Innopolis University",1
85125804492,Hateful Memes Classification using Machine Learning,"Stephen Oscar,
Laura White",Conference Proceeding,Conference Paper,2021-01-01,Innopolis University,1
85028946123,Heavy tails and asymmetry of returns in the Russian stock market,"Laura Black,
Stephen Lee,
Laura Jordan",Journal,Article,2017-09-01,"Kazan Federal University, Imperial College Business School, Innopolis University",1
84993986271,Heavy tails and copulas: Limits of diversification revisited,"Michael Oscar,
Bruce Oscar",Journal,Article,2016-12-01,"Saint Petersburg State University, Imperial College Business School, The University of Sydney Business School, Innopolis University",2
85017429034,Heavy tails and upper-tail inequality: The case of Russia,"Jack Castle,
Laura Johns",Journal,Article,2018-03-01,"Kazan Federal University, Imperial College Business School, Innopolis University",2
85123831450,Hemodynamic response in the motor cortex to execution of different types of movements,"Jack Jordan,
Robbin Black,
Bruce Castle,
Bruce Johns,
Jack White",Journal,Article,2022-01-01,"Immanuel Kant Baltic Federal University, Innopolis University",4
85074203597,Higher-order modes excitation in generator with photonic crystal,"Robbin Jordan,
Stephen Oscar,
Bruce Oscar,
Laura Black,
Robbin White,
Bruce White",Journal,Article,2019-12-01,"Saratov State University, Belarusian State University of Informatics and Radioelectronics, Innopolis University",1
85096362874,Highest performance requires an optimal effort: A MEG study on visual perception,"Laura Oscar,
Michael Castle",Conference Proceeding,Conference Paper,2020-09-01,"Centro de Tecnología Biomédica, Innopolis University",1
85056280035,Hikester - The event management application,"Stephen Lee,
Daniel Jordan,
Bruce Johns,
Michael Castle,
Robbin Oscar,
Jack Black",Conference Proceeding,Conference Paper,2018-07-20,Innopolis University,1
85058270006,How dance (sport) can help to produce better software,Bruce Johns,Conference Proceeding,Conference Paper,2018-10-26,Innopolis University,1
85083738493,How to Attract and Retain Winners of the Science Competitions to Study Engineering,"Michael Black,
Laura Lee,
Robbin Johns",Book Series,Conference Paper,2020-01-01,"Kazan National Research Technical University named after A. N. Tupolev -KAI, Innopolis University",1
85124791044,How women experience peer-to-peer learning model-a case study of an IT school in Russia,"Bruce Oscar,
Michael Castle,
Jack Jordan,
Laura Johns,
Stephen Jordan",Conference Proceeding,Conference Paper,2021-01-01,"IT department, Herzen State Pedagogical University of Russia, Tomsk State University, Innopolis University, Graduate School of Management, St. Petersburg State University",1
85075680925,Human Activity Recognition Using Deep Models and Its Analysis from Domain Adaptation Perspective,"Robbin Johns,
Bruce Castle,
Robbin Lee,
Jack Lee",Book Series,Conference Paper,2019-01-01,"Zayed University, Innopolis University",4
84924605599,Human Facial Expression Recognition Using Stepwise Linear Discriminant Analysis and Hidden Conditional Random Fields,"Michael Lee,
Bruce Oscar,
Michael Black,
Laura Johns,
Stephen White",Journal,Article,2015-04-01,"Kyung Hee University, Soongsil University, Innopolis University",1
85112753497,Human brain state monitoring in perceptual decision-making tasks,"Michael Oscar,
Michael Jordan,
Bruce Black,
Stephen Lee,
Robbin Johns,
Stephen Jordan,
Stephen Johns,
Bruce Castle,
Jack Black,
Jack Johns,
Robbin White",Journal,Review,2021-01-01,"Lobachevsky State University of Nizhni Novgorod, Innopolis University, Samara State Medical University, Immanuel Kant Baltic Federal University, Saratov State Medical University named after V. I. Razumovsky, Universidad Politécnica de Madrid",4
85083108732,Human machine interface based on virtual reality for programming industrial robots,"Daniel Lee,
Stephen Lee,
Michael Black,
Jack Johns,
Bruce Johns,
Jack Jordan",Conference Proceeding,Conference Paper,2019-07-01,"Institute for Automation and Control Processes, Far Eastern Branch, Russian Academy of Sciences, Far Eastern Federal University, Institute of Marine Technology Problems, Far Eastern Branch, Russian Academy of Sciences, Innopolis University",1
84947907282,Human-related factors in knowledge transfer: A case study,Stephen Johns,Book Series,Conference Paper,2015-01-01,"HSE University, Innopolis University",4
85092710443,Human-robot interaction for robotic manipulator programming in Mixed Reality,"Laura Oscar,
Laura Black,
Jack Oscar,
Robbin Jordan,
Michael Castle",Conference Proceeding,Conference Paper,2020-05-01,Innopolis University,2
85025819508,Humanoid robot kinematic calibration using industrial manipulator,"Daniel Oscar,
Jack Black,
Stephen Black",Conference Proceeding,Conference Paper,2017-06-26,"Kazan Federal University, Innopolis University",1
85087343249,Humanoid robot solving a task of balancing on a tilting platform,"Laura Oscar,
Stephen Lee,
Stephen Lee,
Robbin Johns,
Michael Black,
Jack White,
Stephen Jordan",Journal,Article,2020-06-30,Innopolis University,4
85064152159,Hybrid Agile Software Development for Smart Farming Application,"Jack Black,
Laura Lee",Book Series,Conference Paper,2020-01-01,"University of Innopolis, MTS Company",1
85129414398,Hybrid Dense Network With Attention Mechanism for Hyperspectral Image Classification,"Robbin Lee,
Stephen Black,
Daniel Black,
Laura Jordan,
Laura Jordan,
Michael Johns",Journal,Article,2022-01-01,"National University of Computer and Emerging Sciences Islamabad, Innopolis University, Beijing University of Posts and Telecommunications, Università degli Studi di Messina, Jalpaiguri Government Engineering College",1
85121662149,Hybrid meta-heuristic algorithms for optimising a sustainable agricultural supply chain network considering CO<inf>2</inf> emissions and water consumption,"Jack Lee,
Daniel Black,
Laura Lee,
Jack White,
Stephen White",Journal,Article,2021-01-01,"Arak University, Yazd University, Machine Intelligence Research Labs (MIR Labs) - Scientific Network for Innovation and Research Excellence, Cranfield School of Management, Innopolis University, Università degli Studi di Roma ""Tor Vergata""",1
85049885468,HyperNEAT-based flipper control for a crawler robot motion in 3D simulation environment,"Stephen Lee,
Laura Oscar,
Laura White,
Robbin White",Conference Proceeding,Conference Paper,2018-03-23,Innopolis University,1
85076208028,Hyperchaos and its control in two-level quantum oscillators lattice,Robbin Oscar,Journal,Article,2019-01-01,Innopolis University,4
85121369722,Hyperspectral Image Classification - Traditional to Deep Models: A Survey for Future Prospects,"Robbin Castle,
Michael Castle,
Robbin Black,
Michael Castle,
Daniel Castle,
Jack Oscar,
Daniel White,
Laura Johns,
Daniel Johns,
Michael Black",Journal,Article,2022-01-01,"Khwaja Fareed University of Engineering &amp; Information Technology, Universite Grenoble Alpes, Beijing Institute of Technology, National University of Computer and Emerging Sciences Islamabad, Innopolis University, Chinese Academy of Sciences, Università degli Studi di Messina, Jalpaiguri Government Engineering College",1
85104718877,Hyperspectral imaging for bloodstain identification,"Michael Castle,
Jack Lee,
Daniel Castle,
Robbin Johns,
Stephen Lee",Journal,Article,2021-05-01,"Innopolis University, Università degli Studi di Messina, National University of Computer and Emerging Sciences Islamabad, Khwaja Fareed University of Engineering &amp; Information Technology",2
85090230501,Hyperspectral imaging for color adulteration detection in red chili,"Robbin Black,
Bruce Johns,
Jack Castle,
Stephen White,
Daniel Black,
Bruce Black",Journal,Article,2020-09-01,"Innopolis University, Khwaja Fareed University of Engineering &amp; Information Technology",2
85095719171,Hyperspectral imaging for minced meat classification using nonlinear deep features,"Bruce Castle,
Jack Jordan,
Daniel Lee,
Michael Lee",Journal,Article,2020-11-01,"Innopolis University, National University of Computer and Emerging Sciences Islamabad, Khwaja Fareed University of Engineering &amp; Information Technology",2
85106764664,Hyperspectral imaging-based unsupervised adulterated red chili content transformation for classification: Identification of red chili adulterants,"Robbin Black,
Jack Oscar,
Stephen Lee,
Laura Jordan,
Robbin Johns,
Daniel Castle,
Laura Jordan",Journal,Article,2021-11-01,"Khwaja Fareed University of Engineering &amp; Information Technology, National University of Computer and Emerging Sciences Islamabad, Innopolis University, Bahauddin Zakariya University, Institute of Technology Sligo",1
85102407936,IMU-based parameter identification and position estimation in twisted string actuators,"Jack White,
Jack Black,
Daniel Castle",Conference Proceeding,Conference Paper,2020-10-24,Innopolis University,2
85057867081,ITS+DM Hackathon (ITSC 2017): Lane Departure Prediction with Naturalistic Driving Data,"Laura Jordan,
Stephen Lee,
Jack Lee,
Robbin White,
Stephen Johns,
Michael Black,
Daniel Jordan,
Jack Lee",Journal,Article,2019-12-01,"Universidad de Las Palmas de Gran Canaria, Toyota InfoTechnology Center, Technische Universität Darmstadt, Nagoya University, Innopolis University, Institute of Computer Aided Design, Russian Academy of Sciences",1
85122335796,IUCM at SemEval-2018 Task 11: Similar-Topic Texts as a Comprehension Knowledge Source,"Robbin Black,
Jack Johns",Conference Proceeding,Conference Paper,2018-01-01,"IT-Universitetet i København, Innopolis University",1
85111108516,"IV International School-Conference ""Dynamics of Complex Networks and Their Application in Intelligent Robotics""","Michael Black,
Stephen White",Journal,Editorial,2021-01-01,"Innopolis University, Universidad Politécnica de Madrid",4
85032331583,Iagile: Mission critical military software development,"Laura Castle,
Jack Johns,
Robbin Lee",Conference Proceeding,Conference Paper,2017-09-12,"University of Regina, Innopolis University",1
85127177182,Identification,"Bruce Castle,
Michael White,
Daniel Johns,
Michael Lee,
Jack Jordan,
Michael White,
Laura Lee",Book Series,Book Chapter,2022-01-01,"Indian Institute of Technology Delhi, Innopolis University, Indian Institute of Technology Jodhpur, Indian Institute of Technology (Indian School of Mines), Dhanbad, Singapore University of Technology and Design",4
85079446541,Identification of Faults in the Sensors of Technical Systems with the use of Sliding Mode Observers,"Bruce Lee,
Michael Jordan,
Laura Johns",Journal,Article,2020-01-01,"Far Eastern Federal University, Institute of Marine Technology Problems, Far Eastern Branch, Russian Academy of Sciences, Innopolis University",4
85118560753,Identification of elasto-static parameters of an industrial robot using monocular camera,Jack Castle,Journal,Article,2022-04-01,Innopolis University,1
85123633482,"Identifying ""good"" practices of developers using corrective and preventive actions and their impact on software metrics",Bruce Lee,Conference Proceeding,Conference Paper,2021-12-20,Innopolis University,4
85071849448,Identifying developers by their application usage,Robbin Oscar,Conference Proceeding,Conference Paper,2019-05-01,Innopolis University,1
85084293819,Igevorse at SemEval-2018 Task 10: Exploring an Impact of Word Embeddings Concatenation for Capturing Discriminative Attributes,Bruce Oscar,Conference Proceeding,Conference Paper,2018-01-01,Innopois University,1
85065979192,Illegal Buildings Detection from Satellite Images using GoogLeNet and Cadastral Map,"Daniel White,
Daniel White",Conference Proceeding,Conference Paper,2018-07-02,Innopolis University,1
85068333048,Immediate effect of neurofeedback in passive BCI for alertness control,"Bruce Castle,
Michael Oscar,
Stephen Castle,
Jack Lee",Conference Proceeding,Conference Paper,2019-02-01,Innopolis University,1
85113818545,Impact of Model Ensemble on the Fairness of Classifiers in Machine Learning,"Laura White,
Robbin Castle,
Daniel Black,
Daniel Lee,
Stephen Jordan,
Laura Black",Conference Proceeding,Conference Paper,2021-05-19,"Zayed University, Innopolis University",1
85071846348,Impact of lifestyle and working process organization on the job satisfaction level of software engineers,Jack Castle,Conference Proceeding,Conference Paper,2019-05-01,Innopolis University,1
85097191939,Impact of programming languages on energy consumption for mobile devices,Jack White,Conference Proceeding,Conference Paper,2020-11-08,Innopolis University,1
85096362728,Impact of the steady state IP<inf>3</inf>level on the intracellular Ca<sup>2+</sup>signaling in spatially distributed model of astrocyte,"Laura Jordan,
Bruce Johns,
Laura Jordan,
Laura Johns",Conference Proceeding,Conference Paper,2020-09-01,"Institute of Applied Physics of the Russian Academy of Sciences, Innopolis University, Lobachevsky State University of Nizhni Novgorod",1
85123286544,Impact of the Communication Issues: A Case Study of IT Start-Up,Stephen Castle,Book Series,Conference Paper,2021-01-01,Innopolis University,4
85084410982,"Implementation of autonomous visual detection, tracking and landing for AR.Drone 2.0 quadcopter","Michael Johns,
Robbin Johns,
Michael Johns",Conference Proceeding,Conference Paper,2019-10-01,Innopolis University,1
85060113364,Implementing computations with dynamic task dependencies in the desktop grid environment using everest and Templet Web,"Michael Castle,
Daniel Lee,
Daniel Oscar,
Bruce Castle",Conference Proceeding,Conference Paper,2018-01-01,"Samara National Research University, Institute for Information Transmission Problems of the Russian Academy of Sciences, Innopolis University",4
85056310464,Implementing distributed λ-calculus interpreter,"Stephen Jordan,
Laura Jordan,
Michael Johns",Conference Proceeding,Conference Paper,2018-07-20,Innopolis University,1
85076180465,Improving Complex Network Controllability via Link Prediction,"Michael Johns,
Michael Jordan,
Laura Oscar,
Daniel Black,
Robbin Johns",Book Series,Conference Paper,2019-01-01,"Nanjing University of Aeronautics and Astronautics, Nanjing University, Zayed University, Innopolis University",4
85056540506,Improving Human Action Recognition through Hierarchical Neural Network Classifiers,"Daniel White,
Jack Black,
Daniel White,
Jack Lee",Conference Proceeding,Conference Paper,2018-10-10,"Zayed University, Universidade Estadual de Campinas, Innopolis University",3
85103273343,Improving the courses of educational programs on information security smart grid,"Robbin Castle,
Laura Lee,
Bruce White",Conference Proceeding,Conference Paper,2021-01-01,"V.I. Vernadsky Crimean Federal University, Innopolis University",4
85090679055,Improving the maintenance of railway switches through proactive approach,"Jack Jordan,
Laura Black,
Jack Castle,
Michael White,
Laura Lee,
Bruce Lee,
Michael Black,
Bruce Jordan,
Jack Lee,
Robbin White,
Jack Lee",Journal,Article,2020-08-01,"Jozef Stefan Institute, AITIA International Informatics, Inc., XLAB, Hitachi Rail STS, Innopolis University, Sinergise, Interenergo, Budapest University of Technology and Economics",3
84922873183,"Inclusion of young universities into the global academic community: Example of Innopolis University, Russia","Daniel Lee,
Stephen Black",Conference Proceeding,Conference Paper,2014-01-21,Innopolis University,1
85014056631,Income inequality and price elasticity of market demand: the case of crossing Lorenz curves,"Jack White,
Stephen Johns,
Daniel Johns,
Stephen Lee",Journal,Article,2018-05-01,"Kazan Federal University, Imperial College Business School, Cambridge Judge Business School, Innopolis University",2
85127515247,Incorporating energy efficiency measurement into CI\CD pipeline,"Laura Jordan,
Stephen Lee,
Stephen Johns",Conference Proceeding,Conference Paper,2021-11-19,Innopolis University,1
85075668172,Increasing Machining Accuracy of Industrial Manipulators Using Reduced Elastostatic Model,"Robbin Johns,
Daniel Castle,
Michael Black,
Michael Jordan",Book Series,Conference Paper,2020-01-01,Innopolis University,4
85124696154,Increasing performance of image processing algorithms by computing during reception,"Daniel Castle,
Jack Castle,
Michael Black",Conference Proceeding,Conference Paper,2021-01-01,Innopolis University,1
85120562183,Increasing the sensitivity of real-time method for diagnostic of autogenerators phase synchronization based on their non-stationary time series,"Stephen Johns,
Jack Lee,
Daniel Black,
Michael Jordan,
Michael Oscar,
Daniel Black,
Laura Black,
Laura Castle,
Robbin Jordan,
Stephen Jordan",Journal,Article,2021-01-01,"Saratov State University, Sirius University of Science and Technology, National Medical Research Center for Therapy and Preventive Medicine, University Innopolis, Saratov State Medical University named after V. I. Razumovsky, Kotel'nikov Institute of Radio Engineering and Electronics of Russian Academy of Sciences, Saratov Branch",4
85054240612,Inequalities and extremal problems in probability and statistics: Selected topics,"Jack Jordan,
Laura Black,
Stephen Oscar,
Laura Johns,
Robbin White",Book,Book,2017-05-08,"Imperial College Business School, Michigan Technological University, Columbia University, Russian Academy of Sciences, University of Warsaw, Hangzhou Dianzi University, Lomonosov Moscow State University",1
85084189881,Inference of functional dependence in coupled chaotic systems using feed-forward neural network,"Robbin Lee,
Robbin White",Conference Proceeding,Conference Paper,2020-01-01,Innopolis University,4
85096351377,Influence of Vibrotactile Feedback on the Motor Evoked Potentials (MEPs) Induced by Motor Imagery,"Daniel Oscar,
Michael Oscar,
Daniel Black,
Bruce Castle,
Bruce Jordan,
Laura Black",Conference Proceeding,Conference Paper,2020-09-01,"Innopolis University, Lobachevsky State University of Nizhni Novgorod",1
85099057655,Influence of listening to music on emotional state of programmers: Preliminary study,"Stephen Lee,
Stephen Castle",Conference Proceeding,Conference Paper,2020-12-28,Innopolis University,4
85074385026,Influence of the sensory information ambiguity on the brain state during the decision-making task,"Laura Oscar,
Jack White",Conference Proceeding,Conference Paper,2019-09-01,"Innopolis University, Yuri Gagarin State Technical University of Saratov",1
85123834057,Influence of «sensory prehistory» on the ambiguous stimuli processing in the human brain,"Daniel White,
Robbin Lee,
Michael Black",Journal,Article,2022-01-01,"Innopolis University, Lobachevsky State University of Nizhni Novgorod, Immanuel Kant Baltic Federal University",4
85077500151,"Infotainment Enabled Smart Cars: A Joint Communication, Caching, and Computation Approach","Jack Lee,
Jack Black,
Michael Johns,
Bruce Lee,
Stephen Oscar,
Stephen White,
Robbin Castle",Journal,Article,2019-09-01,"Kyung Hee University, Universiti Malaya, Innopolis University",1
85126524921,Initial and Boundary Conditions Effects on the Motion of Moving Object on the Electrical Transmission Line,Bruce Lee,Conference Proceeding,Conference Paper,2021-01-01,Innopolis University,1
85071376212,Initial evaluation of the brain activity under different software development situations,"Robbin Black,
Jack Johns,
Jack Jordan,
Laura Castle,
Jack Johns,
Laura Johns,
Laura Castle,
Daniel Black,
Bruce White",Conference Proceeding,Conference Paper,2019-01-01,Innopolis University,1
85041843522,Initial steps towards assessing the usability of a verification tool,"Stephen Castle,
Stephen Johns,
Laura Johns,
Stephen Castle",Book Series,Conference Paper,2018-01-01,Innopolis University,1
85098378971,Inno at SemEval-2020 Task 11: Leveraging Pure Transfomer for Multi-Class Propaganda Detection,"Bruce Jordan,
Stephen Oscar",Conference Proceeding,Conference Paper,2020-01-01,Innopolis University,1
85085029481,"InnoMetrics Dashboard: The Design, and Implementation of the Adaptable Dashboard for Energy-Efficient Applications Using Open Source Tools","Jack Jordan,
Robbin Oscar,
Laura Black,
Jack Black,
Daniel White,
Bruce Oscar",Book Series,Conference Paper,2020-01-01,Innopolis University,4
85064174122,Innopolis Going Global: Internationalization of a Young IT University,"Michael White,
Stephen Johns,
Bruce Jordan,
Daniel Johns,
Jack Black,
Robbin Castle",Book Series,Conference Paper,2020-01-01,Innopolis University,1
85040191070,"Innopolis University, a Center of a Newly-Developed IT Hub in Russia: The Results of Four Years of Academic Operation","Daniel Oscar,
Robbin Lee,
Daniel Castle",Book Series,Conference Paper,2018-01-01,Innopolis University,1
84898645026,Innopolis university-A new it resource for Russia,"Michael Oscar,
Jack White,
Jack Jordan,
Laura Castle,
Jack Johns",Conference Proceeding,Conference Paper,2013-01-01,"World Expertise LLC, ICarnegie Global Learning, Innopolis University",1
85123273606,Institutional Commitment and Leadership as Prerequisites for Successful Comprehensive Internationalization,"Michael Black,
Robbin Lee,
Bruce Lee,
Robbin White,
Michael Jordan,
Jack White,
Daniel Jordan,
Laura Johns",Book Series,Conference Paper,2021-01-01,"Pohjois-Karjalan Ammattikorkeakoulu, Innopolis University",4
85127151892,Integrated Assembly and Performance Evaluation,"Daniel White,
Jack White,
Stephen Black,
Robbin Oscar,
Michael Jordan,
Laura Castle,
Robbin Lee",Book Series,Book Chapter,2022-01-01,"Indian Institute of Technology Delhi, Innopolis University, Indian Institute of Technology Jodhpur, Indian Institute of Technology (Indian School of Mines), Dhanbad, Singapore University of Technology and Design",4
85096643532,Integrated information in the spiking–bursting stochastic model,"Jack Black,
Robbin Johns,
Laura Oscar",Journal,Article,2020-12-01,"Innopolis University, University College London, Sechenov First Moscow State Medical University, Lobachevsky State University of Nizhni Novgorod",2
85071385092,Integrating semantic run-time models for adaptive software systems,"Stephen Black,
Robbin Johns,
Michael Black",Journal,Article,2019-01-01,"Alma Mater Studiorum Università di Bologna, Innopolis University",4
85069654321,Integration of VANET and 5G Security: A review of design and implementation issues,"Jack Jordan,
Daniel Black,
Daniel Black",Journal,Article,2019-12-01,"University of Kentucky, Royal Bank of Canada, Innopolis University",1
85077510735,Integration of cyber security into the Smart Grid operational risk management system,"Laura Black,
Daniel Jordan,
Bruce Black",Conference Proceeding,Conference Paper,2019-01-01,"V.I. Vernadsky Crimean Federal University, Innopolis University",4
85096362766,Integration technology for replacing damaged brain areas with artificial neuronal networks,"Jack Oscar,
Robbin Lee,
Laura Oscar,
Daniel Oscar,
Robbin Black,
Jack Black,
Stephen Jordan,
Bruce Jordan,
Michael White,
Robbin Lee",Conference Proceeding,Conference Paper,2020-09-01,"Universidad Politécnica de Madrid, Innopolis University, Lobachevsky State University of Nizhni Novgorod",1
85084188356,Interaction of bistable neurons leading to the complex network dynamics,"Jack Johns,
Jack Oscar,
Michael Castle,
Daniel White",Conference Proceeding,Conference Paper,2020-01-01,Innopolis University,4
85085016121,Interactions within the Spatially-distributed Cortical Neural Network during Visual Attentional Tasks,Laura White,Conference Proceeding,Conference Paper,2020-02-01,Innopolis University,1
85058208776,Interactive Robot Programing Using Mixed Reality,"Daniel Lee,
Bruce Lee",Conference Proceeding,Conference Paper,2018-01-01,Innopolis University,3
